epsilon_eV,f0_boltzmann,f0_maxwell
44.95,0.0,1.7501742008287377e-19
45.05,0.0,1.58962235967205e-19
45.150000000000006,0.0,1.443798705964691e-19
45.25,0.0,1.3113521527058724e-19
45.35000000000001,0.0,1.1910555545603573e-19
45.45,0.0,1.081794338097446e-19
45.55,0.0,9.825561750322023e-20
45.650000000000006,0.0,8.92421602789841e-20
45.75,0.0,8.105555054904605e-20
45.85000000000001,0.0,7.361993764236679e-20
45.95,0.0,6.686642903235209e-20
46.05,0.0,6.073245203301473e-20
46.150000000000006,0.0,5.516117404980353e-20
46.25,0.0,5.0100976013592706e-20
46.35000000000001,0.0,4.550497411908323e-20
46.45,0.0,4.1330585436432816e-20
46.55,0.0,3.75391333713981e-20
46.650000000000006,0.0,3.409548931850817e-20
46.75,0.0,3.096774718710629e-20
46.85000000000001,0.0,2.812692778466579e-20
46.95,0.0,2.5546710318443877e-20
47.05,0.0,2.320318852776696e-20
47.150000000000006,0.0,2.1074649187468735e-20
47.25,0.0,1.914137093026599e-20
47.35000000000001,0.0,1.738544152411743e-20
47.45,0.0,1.5790591911606136e-20
47.55,0.0,1.43420454736792e-20
47.650000000000006,0.0,1.3026381121146687e-20
47.75,0.0,1.183140894545212e-20
47.85000000000001,0.0,1.0746057276589272e-20
47.95,0.0,9.760270101738525e-21
48.05,0.0,8.864913894180058e-21
48.150000000000006,0.0,8.051692989236845e-21
48.25,0.0,7.313072723186619e-21
48.35000000000001,0.0,6.642209623008043e-21
48.45,0.0,6.032888000156078e-21
48.55,0.0,5.479462360892037e-21
48.650000000000006,0.0,4.976805099589969e-21
48.75,0.0,4.5202589903862076e-21
48.85000000000001,0.0,4.105594036995867e-21
