F_drop_pct,I_peak_A,P_abs_W,R_coil,R_plasma_ohm,V_peak_V,V_rms_V,eta,nF_centre_wafer_cm3
74.02688837933562,11.949285941760959,964.3036413705084,0.5,13.50703094648179,167.37401797460555,118.35130310428266,0.9643036413705085,306156993215308.7
74.00886012517329,11.784234534363657,944.4527265756442,0.8,13.602147048485493,169.71827861774636,120.00894570191628,0.9444527265756444,303688660960637.8
73.98401622829141,11.57715184237396,919.5817331311703,1.2,13.721982861895317,172.754061381464,122.15556828035025,0.9195817331311704,300635112514420.4
73.96504182283184,11.430198120563945,902.0129281934924,1.5,13.808141904291293,174.9750948237565,123.72607608863738,0.9020129281934923,298506436617356.4
73.93313848627085,11.199214696597734,874.5775901795093,2.0,13.946113639998437,178.5839502306881,126.27792221920045,0.8745775901795093,295234174629978.06
73.89118306585047,10.98513474392557,849.158518322249,2.5,14.073690288596191,182.0642210243198,128.73884529774293,0.8491585183222492,292544718570274.7
73.85710569770056,10.783568209036495,825.5719850215861,3.0,14.199072066326398,185.46736675936498,131.14523272435943,0.8255719850215861,289787783573659.06
73.77917767425697,10.423709207889765,782.6925726987084,4.0,14.407102093450735,191.8702795820694,135.67277580064004,0.7826925726987083,284966944389310.75
